yarn_code,rate_per_unit,rate_period,unit_of_measure
Y-GEN-3668,387.52,202404,KG
Y-GEN-3669,238.43,202403,KG
Y-GEN-3669,275.05,202404,KG
Y-GEN-3670,338.89,202403,KG
Y-GEN-3670,432.34,202404,KG
Y-GEN-3671,148.8,202403,KG
Y-GEN-3671,164.11,202404,KG
Y-GEN-3672,397.38,202403,KG
Y-GEN-3672,454.26,202404,KG
Y-GEN-3673,314.88,202403,KG
Y-GEN-3673,308.04,202404,KG
Y-GEN-3674,360.49,202403,KG
Y-GEN-3674,414.41,202404,KG
Y-GEN-3675,348.74,202403,KG
Y-GEN-3675,398.89,202404,KG
Y-GEN-3676,325.65,202403,KG
Y-GEN-3676,416.51,202404,KG
Y-GEN-3677,161.74,202403,KG
Y-GEN-3677,163.35,202404,KG
Y-GEN-3678,128.96,202403,KG
Y-GEN-3678,156.07,202404,KG
Y-GEN-3679,124.14,202403,KG
Y-GEN-3679,148.55,202404,KG
Y-GEN-3680,346.14,202403,KG
Y-GEN-3680,355.22,202404,KG
Y-GEN-3681,440.19,202403,KG
Y-GEN-3681,544.07,202404,KG
Y-GEN-3682,186.07,202403,KG
Y-GEN-3682,241.34,202404,KG
Y-GEN-3683,231.62,202403,KG
Y-GEN-3683,258.25,202404,KG
Y-GEN-3684,243.41,202403,KG
Y-GEN-3684,281.29,202404,KG
Y-GEN-3685,236.47,202403,KG
Y-GEN-3685,245.94,202404,KG
Y-GEN-3686,130.41,202403,KG
Y-GEN-3686,166.38,202404,KG
Y-GEN-3687,227.94,202403,KG
Y-GEN-3687,282.66,202404,KG
Y-GEN-3688,170.72,202403,KG
Y-GEN-3688,189.06,202404,KG
Y-GEN-3689,413.06,202403,KG
Y-GEN-3689,393.49,202404,KG
Y-GEN-3690,332.51,202403,KG
Y-GEN-3690,349.32,202404,KG
Y-GEN-3691,438.47,202403,KG
Y-GEN-3691,538.69,202404,KG
Y-GEN-3692,413.81,202403,KG
Y-GEN-3692,458.28,202404,KG
Y-GEN-3693,156.89,202403,KG
Y-GEN-3693,171.98,202404,KG
Y-GEN-3694,167.63,202403,KG
Y-GEN-3694,194.7,202404,KG
Y-GEN-3695,422.36,202403,KG
Y-GEN-3695,524.86,202404,KG
Y-GEN-3696,412.91,202403,KG
Y-GEN-3696,465.0,202404,KG
Y-GEN-3697,384.15,202403,KG
Y-GEN-3697,468.73,202404,KG
Y-GEN-3698,413.49,202403,KG
Y-GEN-3698,436.86,202404,KG
Y-GEN-3699,435.42,202403,KG
Y-GEN-3699,424.63,202404,KG
Y-GEN-3700,447.66,202403,KG
Y-GEN-3700,481.3,202404,KG
Y-GEN-3701,400540.0,202403,TO
Y-GEN-3701,512559.9999999999,202404,TO
Y-GEN-3702,315.18,202403,KG
Y-GEN-3702,397.28,202404,KG
Y-GEN-3703,215.75,202403,KG
Y-GEN-3703,233.74,202404,KG
Y-GEN-3704,398.07,202403,KG
Y-GEN-3704,431.01,202404,KG
Y-GEN-3705,234.35,202403,KG
Y-GEN-3705,251.73,202404,KG
Y-GEN-3706,265.55,202403,KG
Y-GEN-3706,312.03,202404,KG
Y-GEN-3707,210.64,202403,KG
Y-GEN-3707,241.77,202404,KG
Y-GEN-3708,288.36,202403,KG
Y-GEN-3708,352.47,202404,KG
Y-GEN-3709,123.9,202403,KG
Y-GEN-3709,119.48,202404,KG
Y-GEN-3710,188.3,202403,KG
Y-GEN-3710,219.98,202404,KG
Y-GEN-3711,205.9,202403,KG
Y-GEN-3711,254.36,202404,KG
Y-GEN-3712,311.64,202403,KG
Y-GEN-3712,403.6,202404,KG
Y-GEN-3713,388.79,202403,KG
Y-GEN-3713,370.49,202404,KG
Y-GEN-3714,394.43,202403,KG
Y-GEN-3714,503.46,202404,KG
Y-GEN-3715,406.13,202403,KG
Y-GEN-3715,422.23,202404,KG
Y-GEN-3716,173.84,202403,KG
Y-GEN-3716,223.9,202404,KG
Y-GEN-3717,385.41,202403,KG
Y-GEN-3717,392.78,202404,KG
Y-GEN-3718,445.68,202403,KG
Y-GEN-3718,567.62,202404,KG
Y-GEN-3719,189.57,202403,KG
Y-GEN-3719,242.34,202404,KG
Y-GEN-3720,121.41,202403,KG
Y-GEN-3720,127.03,202404,KG
Y-GEN-3721,440.89,202403,KG
Y-GEN-3721,490.31,202404,KG
Y-GEN-3722,400.25,202403,KG
Y-GEN-3722,491.42,202404,KG
Y-GEN-3723,181.94,202403,KG
Y-GEN-3723,223.33,202404,KG
Y-GEN-3724,402.61,202403,KG
Y-GEN-3724,383.47,202404,KG
Y-GEN-3725,138.23,202403,KG
Y-GEN-3725,163.67,202404,KG
Y-GEN-3726,273.41,202403,KG
Y-GEN-3726,287.49,202404,KG
Y-GEN-3727,327.73,202403,KG
Y-GEN-3727,316.78,202404,KG
Y-GEN-3728,362.62,202403,KG
Y-GEN-3728,391.77,202404,KG
Y-GEN-3729,282.68,202403,KG
Y-GEN-3729,337.37,202404,KG
Y-GEN-3730,243.74,202403,KG
Y-GEN-3730,270.58,202404,KG
Y-GEN-3731,173.81,202403,KG
Y-GEN-3731,214.35,202404,KG
Y-GEN-3732,219.71,202403,KG
Y-GEN-3732,239.05,202404,KG
Y-GEN-3733,266.39,202403,KG
Y-GEN-3733,291.87,202404,KG
Y-GEN-3734,217.32,202403,KG
Y-GEN-3734,275.46,202404,KG
Y-GEN-3735,164.34,202403,KG
Y-GEN-3735,162.38,202404,KG
Y-GEN-3736,222.64,202403,KG
Y-GEN-3736,257.7,202404,KG
Y-GEN-3737,446.52,202403,KG
Y-GEN-3737,499.72,202404,KG
Y-GEN-3738,180710.0,202403,TO
Y-GEN-3738,212710.0,202404,TO
Y-GEN-3739,129.22,202403,KG
Y-GEN-3739,126.1,202404,KG
Y-GEN-3740,289.04,202403,KG
Y-GEN-3740,321.62,202404,KG
Y-GEN-3741,171.76,202403,KG
Y-GEN-3741,176.63,202404,KG
Y-GEN-3742,320.3,202403,KG
Y-GEN-3742,411.16,202404,KG
Y-GEN-3743,424.44,202403,KG
Y-GEN-3743,504.9,202404,KG
Y-GEN-3744,290.66,202403,KG
Y-GEN-3744,333.39,202404,KG
Y-GEN-3745,290.15,202403,KG
Y-GEN-3745,377.05,202404,KG
Y-GEN-3746,263.42,202403,KG
Y-GEN-3746,283.18,202404,KG
Y-GEN-3747,168.55,202403,KG
Y-GEN-3747,190.58,202404,KG
Y-GEN-3748,447.34,202403,KG
Y-GEN-3748,578.12,202404,KG
Y-GEN-3749,130.57,202403,KG
Y-GEN-3749,136.99,202404,KG
Y-GEN-3750,301.87,202403,KG
Y-GEN-3750,331.96,202404,KG
Y-GEN-3751,347.21,202403,KG
Y-GEN-3751,354.96,202404,KG
Y-GEN-3752,203.56,202403,KG
Y-GEN-3752,256.75,202404,KG
Y-GEN-3753,423.31,202403,KG
Y-GEN-3753,403.27,202404,KG
Y-GEN-3754,325.97,202403,KG
Y-GEN-3754,333.78,202404,KG
Y-GEN-3755,234.84,202403,KG
Y-GEN-3755,276.22,202404,KG
Y-GEN-3756,275.1,202403,KG
Y-GEN-3756,309.34,202404,KG
Y-GEN-3757,319.38,202403,KG
Y-GEN-3757,323.81,202404,KG
Y-GEN-3758,286.49,202403,KG
Y-GEN-3758,357.25,202404,KG
Y-GEN-3759,247.11,202403,KG
Y-GEN-3759,321.18,202404,KG
Y-GEN-3760,433.91,202403,KG
Y-GEN-3760,528.94,202404,KG
Y-GEN-3761,439.93,202403,KG
Y-GEN-3761,501.32,202404,KG
Y-GEN-3762,209.66,202403,KG
Y-GEN-3762,222.04,202404,KG
Y-GEN-3763,241.4,202403,KG
Y-GEN-3763,284.23,202404,KG
Y-GEN-3764,258.58,202403,KG
Y-GEN-3764,328.07,202404,KG
Y-GEN-3765,419.64,202403,KG
Y-GEN-3765,523.89,202404,KG
Y-GEN-3766,318.81,202403,KG
Y-GEN-3766,383.02,202404,KG
Y-GEN-3767,288.85,202403,KG
Y-GEN-3767,322.93,202404,KG
Y-GEN-3768,440.45,202403,KG
Y-GEN-3768,561.07,202404,KG
Y-GEN-3769,283.32,202403,KG
Y-GEN-3769,366.92,202404,KG
Y-GEN-3770,185.69,202403,KG
Y-GEN-3770,200.68,202404,KG
Y-GEN-3771,400.71,202403,KG
Y-GEN-3771,490.66,202404,KG
Y-GEN-3772,216.07,202403,KG
Y-GEN-3772,266.75,202404,KG
Y-GEN-3773,441.43,202403,KG
Y-GEN-3773,446.28,202404,KG
Y-GEN-3774,340.55,202403,KG
Y-GEN-3774,434.12,202404,KG
Y-GEN-3775,235850.0,202403,TO
Y-GEN-3775,249540.0,202404,TO
Y-GEN-3776,372.88,202403,KG
Y-GEN-3776,374.61,202404,KG
Y-GEN-3777,135.86,202403,KG
Y-GEN-3777,149.32,202404,KG
Y-GEN-3778,254.59,202403,KG
Y-GEN-3778,255.59,202404,KG
Y-GEN-3779,194.75,202403,KG
Y-GEN-3779,233.72,202404,KG
Y-GEN-3780,334.29,202403,KG
Y-GEN-3780,355.42,202404,KG
Y-GEN-3781,171.03,202403,KG
Y-GEN-3781,196.3,202404,KG
Y-GEN-3782,135.27,202403,KG
Y-GEN-3782,130.96,202404,KG
Y-GEN-3783,146.34,202403,KG
Y-GEN-3783,164.57,202404,KG
Y-GEN-3784,252.27,202403,KG
Y-GEN-3784,310.55,202404,KG
Y-GEN-3785,248.83,202403,KG
Y-GEN-3785,313.56,202404,KG
Y-GEN-3786,404.03,202403,KG
Y-GEN-3786,472.84,202404,KG
Y-GEN-3787,354.08,202403,KG
Y-GEN-3787,351.82,202404,KG
Y-GEN-3788,255.12,202403,KG
Y-GEN-3788,298.64,202404,KG
Y-GEN-3789,413.83,202403,KG
Y-GEN-3789,484.94,202404,KG
Y-GEN-3790,264.71,202403,KG
Y-GEN-3790,319.89,202404,KG
Y-GEN-3791,309.21,202403,KG
Y-GEN-3791,330.71,202404,KG
Y-GEN-3792,268.46,202403,KG
Y-GEN-3792,313.73,202404,KG
Y-GEN-3793,274.49,202403,KG
Y-GEN-3793,349.07,202404,KG
Y-GEN-3794,245.63,202403,KG
Y-GEN-3794,281.56,202404,KG
Y-GEN-3795,375.24,202403,KG
Y-GEN-3795,461.05,202404,KG
Y-GEN-3796,367.63,202403,KG
Y-GEN-3796,470.19,202404,KG
Y-GEN-3797,126.35,202403,KG
Y-GEN-3797,139.86,202404,KG
Y-GEN-3798,374.45,202403,KG
Y-GEN-3798,471.26,202404,KG
Y-GEN-3799,198.91,202403,KG
Y-GEN-3799,198.57,202404,KG
Y-GEN-3800,258.47,202403,KG
Y-GEN-3800,275.56,202404,KG
Y-GEN-3801,143.22,202403,KG
Y-GEN-3801,142.81,202404,KG
Y-GEN-3802,226.98,202403,KG
Y-GEN-3802,260.2,202404,KG
Y-GEN-3803,274.85,202403,KG
Y-GEN-3803,316.76,202404,KG
Y-GEN-3804,409.83,202403,KG
Y-GEN-3804,520.57,202404,KG
Y-GEN-3805,201.28,202403,KG
Y-GEN-3805,258.29,202404,KG
Y-GEN-3806,135.77,202403,KG
Y-GEN-3806,168.15,202404,KG
Y-GEN-3807,147.9,202403,KG
Y-GEN-3807,171.67,202404,KG
Y-GEN-3808,426.37,202403,KG
Y-GEN-3808,414.09,202404,KG
Y-GEN-3809,214.44,202403,KG
Y-GEN-3809,270.1,202404,KG
Y-GEN-3810,260.96,202403,KG
Y-GEN-3810,320.05,202404,KG
Y-GEN-3811,264.96,202403,KG
Y-GEN-3811,320.41,202404,KG
Y-GEN-3812,214010.0,202403,TO
Y-GEN-3812,266430.0,202404,TO
Y-GEN-3813,337.74,202403,KG
Y-GEN-3813,375.91,202404,KG
Y-GEN-3814,388.55,202403,KG
Y-GEN-3814,391.21,202404,KG
Y-GEN-3815,379.73,202403,KG
Y-GEN-3815,470.05,202404,KG
Y-GEN-3816,134.5,202403,KG
Y-GEN-3816,144.21,202404,KG
Y-GEN-3817,190.63,202403,KG
Y-GEN-3817,218.46,202404,KG
Y-GEN-3818,177.57,202403,KG
Y-GEN-3818,222.53,202404,KG
Y-GEN-3819,244.54,202403,KG
Y-GEN-3819,297.0,202404,KG
Y-GEN-3820,340.68,202403,KG
Y-GEN-3820,431.27,202404,KG
Y-GEN-3821,154.96,202403,KG
Y-GEN-3821,187.35,202404,KG
Y-GEN-3822,347.56,202403,KG
Y-GEN-3822,417.77,202404,KG
Y-GEN-3823,278.18,202403,KG
Y-GEN-3823,336.28,202404,KG
Y-GEN-3824,272.78,202403,KG
Y-GEN-3824,334.37,202404,KG
Y-GEN-3825,293.03,202403,KG
Y-GEN-3825,318.84,202404,KG
Y-GEN-3826,310.11,202403,KG
Y-GEN-3826,388.41,202404,KG
Y-GEN-3827,267.85,202403,KG
Y-GEN-3827,277.65,202404,KG
Y-GEN-3828,301.87,202403,KG
Y-GEN-3828,364.98,202404,KG
Y-GEN-3829,162.13,202403,KG
Y-GEN-3829,165.21,202404,KG
Y-GEN-3830,166.31,202403,KG
Y-GEN-3830,184.98,202404,KG
Y-GEN-3831,394.96,202403,KG
Y-GEN-3831,389.4,202404,KG
Y-GEN-3832,275.25,202403,KG
Y-GEN-3832,317.5,202404,KG
Y-GEN-3833,237.27,202403,KG
Y-GEN-3833,239.98,202404,KG
Y-GEN-3834,369.33,202403,KG
Y-GEN-3834,406.88,202404,KG
Y-GEN-3835,432.1,202403,KG
Y-GEN-3835,410.53,202404,KG
Y-GEN-3836,184.59,202403,KG
Y-GEN-3836,216.31,202404,KG
Y-GEN-3837,222.57,202403,KG
Y-GEN-3837,218.95,202404,KG
Y-GEN-3838,313.5,202403,KG
Y-GEN-3838,398.24,202404,KG
Y-GEN-3839,386.01,202403,KG
Y-GEN-3839,457.89,202404,KG
Y-GEN-3840,153.66,202403,KG
Y-GEN-3840,193.83,202404,KG
Y-GEN-3841,256.7,202403,KG
Y-GEN-3841,329.62,202404,KG
Y-GEN-3842,150.67,202403,KG
Y-GEN-3842,147.1,202404,KG
Y-GEN-3843,278.69,202403,KG
Y-GEN-3843,359.07,202404,KG
Y-GEN-3844,153.79,202403,KG
Y-GEN-3844,182.62,202404,KG
Y-GEN-3845,402.7,202403,KG
Y-GEN-3845,399.71,202404,KG
Y-GEN-3846,127.63,202403,KG
Y-GEN-3846,141.09,202404,KG
Y-GEN-3847,399.45,202403,KG
Y-GEN-3847,428.1,202404,KG
Y-GEN-3848,176.03,202403,KG
Y-GEN-3848,197.62,202404,KG
Y-GEN-3849,204600.0,202403,TO
Y-GEN-3849,245220.0,202404,TO
Y-GEN-3850,167.3,202403,KG
Y-GEN-3850,201.78,202404,KG
Y-GEN-3851,140.89,202403,KG
Y-GEN-3851,152.11,202404,KG
Y-GEN-3852,337.43,202403,KG
Y-GEN-3852,346.39,202404,KG
Y-GEN-3853,285.2,202403,KG
Y-GEN-3853,324.39,202404,KG
Y-GEN-3854,221.8,202403,KG
Y-GEN-3854,258.41,202404,KG
Y-GEN-3855,299.18,202403,KG
Y-GEN-3855,385.33,202404,KG
Y-GEN-3856,273.24,202403,KG
Y-GEN-3856,321.8,202404,KG
Y-GEN-3857,320.68,202403,KG
Y-GEN-3857,335.12,202404,KG
Y-GEN-3858,234.52,202403,KG
Y-GEN-3858,284.69,202404,KG
Y-GEN-3859,277.04,202403,KG
Y-GEN-3859,306.2,202404,KG
Y-GEN-3860,357.45,202403,KG
Y-GEN-3860,404.34,202404,KG
Y-GEN-3861,287.03,202403,KG
Y-GEN-3861,327.77,202404,KG
Y-GEN-3862,273.65,202403,KG
Y-GEN-3862,271.99,202404,KG
Y-GEN-3863,349.76,202403,KG
Y-GEN-3863,402.82,202404,KG
Y-GEN-3864,252.57,202403,KG
Y-GEN-3864,254.56,202404,KG
Y-GEN-3865,376.39,202403,KG
Y-GEN-3865,383.53,202404,KG
Y-GEN-3866,441.85,202403,KG
Y-GEN-3866,552.88,202404,KG
Y-GEN-3867,144.03,202403,KG
Y-GEN-3867,160.42,202404,KG
Y-GEN-3868,307.94,202403,KG
Y-GEN-3868,387.02,202404,KG
Y-GEN-3869,277.29,202403,KG
Y-GEN-3869,268.83,202404,KG
Y-GEN-3870,344.04,202403,KG
Y-GEN-3870,345.74,202404,KG
Y-GEN-3871,188.01,202403,KG
Y-GEN-3871,213.77,202404,KG
Y-GEN-3872,205.27,202403,KG
Y-GEN-3872,261.95,202404,KG
Y-GEN-3873,299.06,202403,KG
Y-GEN-3873,355.78,202404,KG
Y-GEN-3874,269.41,202403,KG
Y-GEN-3874,300.33,202404,KG
Y-GEN-3875,271.05,202403,KG
Y-GEN-3875,311.74,202404,KG
Y-GEN-3876,293.83,202403,KG
Y-GEN-3876,320.57,202404,KG
Y-GEN-3877,202.92,202403,KG
Y-GEN-3877,227.33,202404,KG
Y-GEN-3878,297.73,202403,KG
Y-GEN-3878,361.47,202404,KG
Y-GEN-3879,303.71,202403,KG
Y-GEN-3879,317.22,202404,KG
Y-GEN-3880,316.86,202403,KG
Y-GEN-3880,350.37,202404,KG
Y-GEN-3881,327.74,202403,KG
Y-GEN-3881,372.59,202404,KG
Y-GEN-3882,372.6,202403,KG
Y-GEN-3882,362.65,202404,KG
Y-GEN-3883,430.48,202403,KG
Y-GEN-3883,421.77,202404,KG
Y-GEN-3884,280.0,202403,KG
Y-GEN-3884,332.65,202404,KG
Y-GEN-3885,190.44,202403,KG
Y-GEN-3885,202.91,202404,KG
Y-GEN-3886,396100.0,202403,TO
Y-GEN-3886,486640.0,202404,TO
Y-GEN-3887,393.71,202403,KG
Y-GEN-3887,385.91,202404,KG
Y-GEN-3888,320.5,202403,KG
Y-GEN-3888,304.57,202404,KG
Y-GEN-3889,396.29,202403,KG
Y-GEN-3889,514.27,202404,KG
Y-GEN-3890,331.14,202403,KG
Y-GEN-3890,400.37,202404,KG
Y-GEN-3891,166.3,202403,KG
Y-GEN-3891,206.25,202404,KG
Y-GEN-3892,154.65,202403,KG
Y-GEN-3892,164.56,202404,KG
Y-GEN-3893,158.89,202403,KG
Y-GEN-3893,172.45,202404,KG
Y-GEN-3894,319.33,202403,KG
Y-GEN-3894,403.72,202404,KG
Y-GEN-3895,214.63,202403,KG
Y-GEN-3895,210.34,202404,KG
Y-GEN-3896,173.24,202403,KG
Y-GEN-3896,197.68,202404,KG
Y-GEN-3897,349.96,202403,KG
Y-GEN-3897,401.51,202404,KG
Y-GEN-3898,144.51,202403,KG
Y-GEN-3898,175.75,202404,KG
Y-GEN-3899,285.62,202403,KG
Y-GEN-3899,360.76,202404,KG
Y-GEN-3900,317.58,202403,KG
Y-GEN-3900,395.88,202404,KG
Y-GEN-3901,366.68,202403,KG
Y-GEN-3901,428.08,202404,KG
Y-GEN-3902,393.28,202403,KG
Y-GEN-3902,387.48,202404,KG
Y-GEN-3903,159.35,202403,KG
Y-GEN-3903,202.46,202404,KG
Y-GEN-3904,227.7,202403,KG
Y-GEN-3904,269.32,202404,KG
Y-GEN-3905,267.45,202403,KG
Y-GEN-3905,329.74,202404,KG
Y-GEN-3906,437.52,202403,KG
Y-GEN-3906,529.19,202404,KG
Y-GEN-3907,215.41,202403,KG
Y-GEN-3907,276.59,202404,KG
Y-GEN-3908,137.59,202403,KG
Y-GEN-3908,165.17,202404,KG
Y-GEN-3909,255.11,202403,KG
Y-GEN-3909,319.43,202404,KG
Y-GEN-3910,141.57,202403,KG
Y-GEN-3910,180.89,202404,KG
Y-GEN-3911,158.05,202403,KG
Y-GEN-3911,163.18,202404,KG
Y-GEN-3912,293.01,202403,KG
Y-GEN-3912,341.07,202404,KG
Y-GEN-3913,434.3,202403,KG
Y-GEN-3913,520.09,202404,KG
Y-GEN-3914,319.04,202403,KG
Y-GEN-3914,410.81,202404,KG
Y-GEN-3915,284.61,202403,KG
Y-GEN-3915,309.28,202404,KG
Y-GEN-3916,295.5,202403,KG
Y-GEN-3916,333.66,202404,KG
Y-GEN-3917,319.98,202403,KG
Y-GEN-3917,391.61,202404,KG
Y-GEN-3918,379.85,202403,KG
Y-GEN-3918,386.98,202404,KG
Y-GEN-3919,282.51,202403,KG
Y-GEN-3919,299.02,202404,KG
Y-GEN-3920,330.8,202403,KG
Y-GEN-3920,394.4,202404,KG
Y-GEN-3921,189.86,202403,KG
Y-GEN-3921,229.68,202404,KG
Y-GEN-3922,422.06,202403,KG
Y-GEN-3922,419.67,202404,KG
Y-GEN-3923,361470.0,202403,TO
Y-GEN-3923,389850.0,202404,TO
Y-GEN-3924,384.11,202403,KG
Y-GEN-3924,397.41,202404,KG
Y-GEN-3925,274.05,202403,KG
Y-GEN-3925,261.87,202404,KG
Y-GEN-3926,329.36,202403,KG
Y-GEN-3926,420.53,202404,KG
Y-GEN-3927,344.94,202403,KG
Y-GEN-3927,438.88,202404,KG
Y-GEN-3928,266.24,202403,KG
Y-GEN-3928,271.84,202404,KG
Y-GEN-3929,232.87,202403,KG
Y-GEN-3929,255.23,202404,KG
Y-GEN-3930,144.75,202403,KG
Y-GEN-3930,147.32,202404,KG
Y-GEN-3931,421.49,202403,KG
Y-GEN-3931,401.76,202404,KG
Y-GEN-3932,230.2,202403,KG
Y-GEN-3932,242.17,202404,KG
Y-GEN-3933,145.44,202403,KG
Y-GEN-3933,157.21,202404,KG
Y-GEN-3934,195.5,202403,KG
Y-GEN-3934,251.99,202404,KG
Y-GEN-3935,134.77,202403,KG
Y-GEN-3935,163.19,202404,KG
Y-GEN-3936,411.9,202403,KG
Y-GEN-3936,456.92,202404,KG
Y-GEN-3937,374.37,202403,KG
Y-GEN-3937,463.41,202404,KG
Y-GEN-3938,159.36,202403,KG
Y-GEN-3938,177.42,202404,KG
Y-GEN-3939,244.71,202403,KG
Y-GEN-3939,249.28,202404,KG
Y-GEN-3940,223.36,202403,KG
Y-GEN-3940,275.78,202404,KG
Y-GEN-3941,333.32,202403,KG
Y-GEN-3941,373.45,202404,KG
Y-GEN-3942,424.19,202403,KG
Y-GEN-3942,479.14,202404,KG
Y-GEN-3943,289.41,202403,KG
Y-GEN-3943,332.48,202404,KG
Y-GEN-3944,384.58,202403,KG
Y-GEN-3944,466.39,202404,KG
Y-GEN-3945,215.7,202403,KG
Y-GEN-3945,221.18,202404,KG
Y-GEN-3946,196.81,202403,KG
Y-GEN-3946,242.77,202404,KG
Y-GEN-3947,162.97,202403,KG
Y-GEN-3947,193.67,202404,KG
Y-GEN-3948,205.84,202403,KG
Y-GEN-3948,241.14,202404,KG
Y-GEN-3949,175.39,202403,KG
Y-GEN-3949,221.97,202404,KG
Y-GEN-3950,306.18,202403,KG
Y-GEN-3950,384.61,202404,KG
Y-GEN-3951,395.15,202403,KG
Y-GEN-3951,406.65,202404,KG
Y-GEN-3952,377.33,202403,KG
Y-GEN-3952,477.02,202404,KG
Y-GEN-3953,163.43,202403,KG
Y-GEN-3953,211.01,202404,KG
Y-GEN-3954,449.68,202403,KG
Y-GEN-3954,572.59,202404,KG
Y-GEN-3955,396.6,202403,KG
Y-GEN-3955,493.11,202404,KG
Y-GEN-3956,135.7,202403,KG
Y-GEN-3956,139.58,202404,KG
Y-GEN-3957,199.8,202403,KG
Y-GEN-3957,247.69,202404,KG
Y-GEN-3958,192.81,202403,KG
Y-GEN-3958,188.63,202404,KG
Y-GEN-3959,314.45,202403,KG
Y-GEN-3959,348.16,202404,KG
Y-GEN-3960,320280.0,202403,TO
Y-GEN-3960,376650.0,202404,TO
Y-GEN-3961,395.21,202403,KG
Y-GEN-3961,422.42,202404,KG
Y-GEN-3962,280.23,202403,KG
Y-GEN-3962,361.78,202404,KG
Y-GEN-3963,437.46,202403,KG
Y-GEN-3963,517.72,202404,KG
Y-GEN-3964,256.17,202403,KG
Y-GEN-3964,277.62,202404,KG
Y-GEN-3965,180.54,202403,KG
Y-GEN-3965,230.42,202404,KG
Y-GEN-3966,169.51,202403,KG
Y-GEN-3966,171.48,202404,KG
Y-GEN-3967,281.15,202403,KG
Y-GEN-3967,306.68,202404,KG
Y-GEN-3968,268.14,202403,KG
Y-GEN-3968,305.64,202404,KG
Y-GEN-3969,202.23,202403,KG
Y-GEN-3969,207.88,202404,KG
Y-GEN-3970,389.95,202403,KG
Y-GEN-3970,428.99,202404,KG
Y-GEN-3971,279.71,202403,KG
Y-GEN-3971,279.61,202404,KG
Y-GEN-3972,187.21,202403,KG
Y-GEN-3972,209.83,202404,KG
Y-GEN-3973,255.34,202403,KG
Y-GEN-3973,293.01,202404,KG
Y-GEN-3974,409.49,202403,KG
Y-GEN-3974,508.16,202404,KG
Y-GEN-3975,186.24,202403,KG
Y-GEN-3975,189.41,202404,KG
Y-GEN-3976,356.8,202403,KG
Y-GEN-3976,431.65,202404,KG
Y-GEN-3977,377.21,202403,KG
Y-GEN-3977,392.95,202404,KG
Y-GEN-3978,339.83,202403,KG
Y-GEN-3978,401.57,202404,KG
Y-GEN-3979,351.52,202403,KG
Y-GEN-3979,400.81,202404,KG
Y-GEN-3980,266.46,202403,KG
Y-GEN-3980,312.09,202404,KG
Y-GEN-3981,239.33,202403,KG
Y-GEN-3981,273.39,202404,KG
Y-GEN-3982,340.81,202403,KG
Y-GEN-3982,335.55,202404,KG
Y-GEN-3983,251.21,202403,KG
Y-GEN-3983,263.06,202404,KG
Y-GEN-3984,291.17,202403,KG
Y-GEN-3984,325.12,202404,KG
Y-GEN-3985,349.71,202403,KG
Y-GEN-3985,335.56,202404,KG
Y-GEN-3986,364.19,202403,KG
Y-GEN-3986,445.32,202404,KG
Y-GEN-3987,410.51,202403,KG
Y-GEN-3987,517.81,202404,KG
Y-GEN-3988,360.33,202403,KG
Y-GEN-3988,396.95,202404,KG
Y-GEN-3989,430.36,202403,KG
Y-GEN-3989,431.17,202404,KG
Y-GEN-3990,162.01,202403,KG
Y-GEN-3990,190.7,202404,KG
Y-GEN-3991,234.83,202403,KG
Y-GEN-3991,228.04,202404,KG
Y-GEN-3992,208.43,202403,KG
Y-GEN-3992,208.84,202404,KG
Y-GEN-3993,413.53,202403,KG
Y-GEN-3993,516.14,202404,KG
Y-GEN-3994,356.85,202403,KG
Y-GEN-3994,385.98,202404,KG
Y-GEN-3995,166.45,202403,KG
Y-GEN-3995,205.13,202404,KG
Y-GEN-3996,349.95,202403,KG
Y-GEN-3996,350.55,202404,KG
Y-GEN-3997,405970.0,202403,TO
Y-GEN-3997,487000.0,202404,TO
Y-GEN-3998,285.26,202403,KG
Y-GEN-3998,307.5,202404,KG
Y-GEN-3999,434.84,202403,KG
Y-GEN-3999,432.9,202404,KG
Y-GEN-4000,141.13,202403,KG
Y-GEN-4000,141.1,202404,KG
Y-GEN-4001,215.28,202403,KG
Y-GEN-4001,215.31,202404,KG
Y-GEN-4002,190.21,202403,KG
Y-GEN-4002,188.34,202404,KG
Y-GEN-4003,127.3,202403,KG
Y-GEN-4003,150.55,202404,KG
Y-GEN-4004,396.61,202403,KG
Y-GEN-4004,411.5,202404,KG
Y-GEN-4005,402.79,202403,KG
Y-GEN-4005,389.3,202404,KG
Y-GEN-4006,296.61,202403,KG
Y-GEN-4006,306.16,202404,KG
Y-GEN-4007,195.02,202403,KG
Y-GEN-4007,192.63,202404,KG
Y-GEN-4008,377.91,202403,KG
Y-GEN-4008,447.69,202404,KG
Y-GEN-4009,230.69,202403,KG
Y-GEN-4009,296.6,202404,KG
Y-GEN-4010,376.24,202403,KG
Y-GEN-4010,450.02,202404,KG
Y-GEN-4011,121.2,202403,KG
Y-GEN-4011,131.45,202404,KG
Y-GEN-4012,336.23,202403,KG
Y-GEN-4012,349.33,202404,KG
Y-GEN-4013,319.64,202403,KG
Y-GEN-4013,350.15,202404,KG
Y-GEN-4014,232.38,202403,KG
Y-GEN-4014,294.28,202404,KG
Y-GEN-4015,243.04,202403,KG
Y-GEN-4015,290.53,202404,KG
Y-GEN-4016,235.13,202403,KG
Y-GEN-4016,262.08,202404,KG
