fabric_code,product_category,distribution_channel,production_plant
FAB-W3810,DOMESTIC,CH04,9100
FAB-W3811,EXPORT,CH01,6100
FAB-W3812,DOMESTIC,CH02,7100
FAB-W3813,EXPORT,CH03,9100
FAB-W3814,DOMESTIC,CH04,6100
FAB-W3815,EXPORT,CH01,7100
FAB-W3816,DOMESTIC,CH02,9100
FAB-W3817,EXPORT,CH03,6100
FAB-W3818,DOMESTIC,CH04,7100
FAB-W3819,EXPORT,CH01,9100
FAB-W3820,DOMESTIC,CH02,6100
FAB-W3821,EXPORT,CH03,7100
FAB-W3822,DOMESTIC,CH04,9100
FAB-W3823,EXPORT,CH01,6100
FAB-W3824,DOMESTIC,CH02,7100
FAB-W3825,EXPORT,CH03,9100
FAB-W3826,DOMESTIC,CH04,6100
FAB-W3827,EXPORT,CH01,7100
FAB-W3828,DOMESTIC,CH02,9100
FAB-W3829,EXPORT,CH03,6100
FAB-W3830,DOMESTIC,CH04,7100
FAB-W3831,EXPORT,CH01,9100
FAB-W3832,DOMESTIC,CH02,6100
FAB-W3833,EXPORT,CH03,7100
FAB-W3834,DOMESTIC,CH04,9100
FAB-W3835,EXPORT,CH01,6100
FAB-W3836,DOMESTIC,CH02,7100
FAB-W3837,EXPORT,CH03,9100
FAB-W3838,DOMESTIC,CH04,6100
FAB-W3839,EXPORT,CH01,7100
FAB-W3840,DOMESTIC,CH02,9100
FAB-W3841,EXPORT,CH03,6100
FAB-W3842,DOMESTIC,CH04,7100
FAB-W3843,EXPORT,CH01,9100
FAB-W3844,DOMESTIC,CH02,6100
FAB-W3845,EXPORT,CH03,7100
FAB-W3846,DOMESTIC,CH04,9100
FAB-W3847,EXPORT,CH01,6100
FAB-W3848,DOMESTIC,CH02,7100
FAB-W3849,EXPORT,CH03,9100
FAB-W3850,DOMESTIC,CH04,6100
FAB-W3851,EXPORT,CH01,7100
FAB-W3852,DOMESTIC,CH02,9100
FAB-W3853,EXPORT,CH03,6100
FAB-W3854,DOMESTIC,CH04,7100
FAB-W3855,EXPORT,CH01,9100
FAB-W3856,DOMESTIC,CH02,6100
FAB-W3857,EXPORT,CH03,7100
FAB-W3858,DOMESTIC,CH04,9100
FAB-W3859,EXPORT,CH01,6100
FAB-W3860,DOMESTIC,CH02,7100
FAB-W3861,EXPORT,CH03,9100
FAB-W3862,DOMESTIC,CH04,6100
FAB-W3863,EXPORT,CH01,7100
FAB-W3864,DOMESTIC,CH02,9100
FAB-W3865,EXPORT,CH03,6100
FAB-W3866,DOMESTIC,CH04,7100
FAB-W3867,EXPORT,CH01,9100
FAB-W3868,DOMESTIC,CH02,6100
FAB-W3869,EXPORT,CH03,7100
FAB-W3870,DOMESTIC,CH04,9100
FAB-W3871,EXPORT,CH01,6100
FAB-W3872,DOMESTIC,CH02,7100
FAB-W3873,EXPORT,CH03,9100
FAB-W3874,DOMESTIC,CH04,6100
FAB-W3875,EXPORT,CH01,7100
FAB-W3876,DOMESTIC,CH02,9100
FAB-W3877,EXPORT,CH03,6100
FAB-W3878,DOMESTIC,CH04,7100
FAB-W3879,EXPORT,CH01,9100
FAB-W3880,DOMESTIC,CH02,6100
FAB-W3881,EXPORT,CH03,7100
FAB-W3882,DOMESTIC,CH04,9100
FAB-W3883,EXPORT,CH01,6100
FAB-W3884,DOMESTIC,CH02,7100
FAB-W3885,EXPORT,CH03,9100
FAB-W3886,DOMESTIC,CH04,6100
FAB-W3887,EXPORT,CH01,7100
FAB-W3888,DOMESTIC,CH02,9100
FAB-W3889,EXPORT,CH03,6100
FAB-W3890,DOMESTIC,CH04,7100
FAB-W3891,EXPORT,CH01,9100
FAB-W3892,DOMESTIC,CH02,6100
FAB-W3893,EXPORT,CH03,7100
FAB-W3894,DOMESTIC,CH04,9100
FAB-W3895,EXPORT,CH01,6100
FAB-W3896,DOMESTIC,CH02,7100
FAB-W3897,EXPORT,CH03,9100
FAB-W3898,DOMESTIC,CH04,6100
FAB-W3899,EXPORT,CH01,7100
FAB-W3900,DOMESTIC,CH02,9100
FAB-W3901,EXPORT,CH03,6100
FAB-W3902,DOMESTIC,CH04,7100
FAB-W3903,EXPORT,CH01,9100
FAB-W3904,DOMESTIC,CH02,6100
FAB-W3905,EXPORT,CH03,7100
FAB-W3906,DOMESTIC,CH04,9100
FAB-W3907,EXPORT,CH01,6100
FAB-W3908,DOMESTIC,CH02,7100
FAB-W3909,EXPORT,CH03,9100
FAB-W3910,DOMESTIC,CH04,6100
FAB-W3911,EXPORT,CH01,7100
FAB-W3912,DOMESTIC,CH02,9100
FAB-W3913,EXPORT,CH03,6100
FAB-W3914,DOMESTIC,CH04,7100
FAB-W3915,EXPORT,CH01,9100
FAB-W3916,DOMESTIC,CH02,6100
FAB-W3917,EXPORT,CH03,7100
FAB-W3918,DOMESTIC,CH04,9100
FAB-W3919,EXPORT,CH01,6100
FAB-W3920,DOMESTIC,CH02,7100
FAB-W3921,EXPORT,CH03,9100
FAB-W3922,DOMESTIC,CH04,6100
FAB-W3923,EXPORT,CH01,7100
FAB-W3924,DOMESTIC,CH02,9100
FAB-W3925,EXPORT,CH03,6100
FAB-W3926,DOMESTIC,CH04,7100
FAB-W3927,EXPORT,CH01,9100
FAB-W3928,DOMESTIC,CH02,6100
FAB-W3929,EXPORT,CH03,7100
FAB-W3930,DOMESTIC,CH04,9100
FAB-W3931,EXPORT,CH01,6100
FAB-W3932,DOMESTIC,CH02,7100
FAB-W3933,EXPORT,CH03,9100
FAB-W3934,DOMESTIC,CH04,6100
FAB-W3935,EXPORT,CH01,7100
FAB-W3936,DOMESTIC,CH02,9100
FAB-W3937,EXPORT,CH03,6100
FAB-W3938,DOMESTIC,CH04,7100
FAB-W3939,EXPORT,CH01,9100
FAB-W3940,DOMESTIC,CH02,6100
FAB-W3941,EXPORT,CH03,7100
FAB-W3942,DOMESTIC,CH04,9100
FAB-W3943,EXPORT,CH01,6100
FAB-W3944,DOMESTIC,CH02,7100
FAB-W3945,EXPORT,CH03,9100
FAB-W3946,DOMESTIC,CH04,6100
FAB-W3947,EXPORT,CH01,7100
FAB-W3948,DOMESTIC,CH02,9100
FAB-W3949,EXPORT,CH03,6100
FAB-W3950,DOMESTIC,CH04,7100
FAB-W3951,EXPORT,CH01,9100
FAB-W3952,DOMESTIC,CH02,6100
FAB-W3953,EXPORT,CH03,7100
FAB-W3954,DOMESTIC,CH04,9100
FAB-W3955,EXPORT,CH01,6100
FAB-W3956,DOMESTIC,CH02,7100
FAB-W3957,EXPORT,CH03,9100
FAB-W3958,DOMESTIC,CH04,6100
FAB-W3959,EXPORT,CH01,7100
FAB-W3960,DOMESTIC,CH02,9100
FAB-W3961,EXPORT,CH03,6100
FAB-W3962,DOMESTIC,CH04,7100
FAB-W3963,EXPORT,CH01,9100
FAB-W3964,DOMESTIC,CH02,6100
FAB-W3965,EXPORT,CH03,7100
FAB-W3966,DOMESTIC,CH04,9100
FAB-W3967,EXPORT,CH01,6100
FAB-W3968,DOMESTIC,CH02,7100
FAB-W3969,EXPORT,CH03,9100
FAB-W3970,DOMESTIC,CH04,6100
FAB-W3971,EXPORT,CH01,7100
FAB-W3972,DOMESTIC,CH02,9100
FAB-W3973,EXPORT,CH03,6100
FAB-W3974,DOMESTIC,CH04,7100
FAB-W3975,EXPORT,CH01,9100
FAB-W3976,DOMESTIC,CH02,6100
FAB-W3977,EXPORT,CH03,7100
FAB-W3978,DOMESTIC,CH04,9100
FAB-W3979,EXPORT,CH01,6100
FAB-W3980,DOMESTIC,CH02,7100
FAB-W3981,EXPORT,CH03,9100
FAB-W3982,DOMESTIC,CH04,6100
FAB-W3983,EXPORT,CH01,7100
FAB-W3984,DOMESTIC,CH02,9100
FAB-W3985,EXPORT,CH03,6100
FAB-W3986,DOMESTIC,CH04,7100
FAB-W3987,EXPORT,CH01,9100
FAB-W3988,DOMESTIC,CH02,6100
FAB-W3989,EXPORT,CH03,7100
FAB-W3990,DOMESTIC,CH04,9100
FAB-W3991,EXPORT,CH01,6100
FAB-W3992,DOMESTIC,CH02,7100
FAB-W3993,EXPORT,CH03,9100
FAB-W3994,DOMESTIC,CH04,6100
FAB-W3995,EXPORT,CH01,7100
FAB-W3996,DOMESTIC,CH02,9100
FAB-W3997,EXPORT,CH03,6100
FAB-W3998,DOMESTIC,CH04,7100
FAB-W3999,EXPORT,CH01,9100
FAB-W4000,DOMESTIC,CH02,6100
FAB-W4001,EXPORT,CH03,7100
FAB-W4002,DOMESTIC,CH04,9100
FAB-W4003,EXPORT,CH01,6100
FAB-W4004,DOMESTIC,CH02,7100
FAB-W4005,EXPORT,CH03,9100
FAB-W4006,DOMESTIC,CH04,6100
FAB-W4007,EXPORT,CH01,7100
FAB-W4008,DOMESTIC,CH02,9100
FAB-W4009,EXPORT,CH03,6100
FAB-W4010,DOMESTIC,CH04,7100
FAB-W4011,EXPORT,CH01,9100
FAB-W4012,DOMESTIC,CH02,6100
FAB-W4013,EXPORT,CH03,7100
FAB-W4014,DOMESTIC,CH04,9100
FAB-W4015,EXPORT,CH01,6100
FAB-W4016,DOMESTIC,CH02,7100
FAB-W4017,EXPORT,CH03,9100
FAB-W4018,DOMESTIC,CH04,6100
FAB-W4019,EXPORT,CH01,7100
FAB-W4020,DOMESTIC,CH02,9100
FAB-W4021,EXPORT,CH03,6100
FAB-W4022,DOMESTIC,CH04,7100
FAB-W4023,EXPORT,CH01,9100
FAB-W4024,DOMESTIC,CH02,6100
FAB-W4025,EXPORT,CH03,7100
FAB-W4026,DOMESTIC,CH04,9100
FAB-W4027,EXPORT,CH01,6100
FAB-W4028,DOMESTIC,CH02,7100
FAB-W4029,EXPORT,CH03,9100
FAB-W4030,DOMESTIC,CH04,6100
FAB-W4031,EXPORT,CH01,7100
FAB-W4032,DOMESTIC,CH02,9100
FAB-W4033,EXPORT,CH03,6100
FAB-W4034,DOMESTIC,CH04,7100
FAB-W4035,EXPORT,CH01,9100
FAB-W4036,DOMESTIC,CH02,6100
FAB-W4037,EXPORT,CH03,7100
FAB-W4038,DOMESTIC,CH04,9100
FAB-W4039,EXPORT,CH01,6100
FAB-W4040,DOMESTIC,CH02,7100
FAB-W4041,EXPORT,CH03,9100
FAB-W4042,DOMESTIC,CH04,6100
FAB-W4043,EXPORT,CH01,7100
FAB-W4044,DOMESTIC,CH02,9100
FAB-W4045,EXPORT,CH03,6100
FAB-W4046,DOMESTIC,CH04,7100
FAB-W4047,EXPORT,CH01,9100
FAB-W4048,DOMESTIC,CH02,6100
FAB-W4049,EXPORT,CH03,7100
FAB-W4050,DOMESTIC,CH04,9100
FAB-W4051,EXPORT,CH01,6100
FAB-W4052,DOMESTIC,CH02,7100
FAB-W4053,EXPORT,CH03,9100
FAB-W4054,DOMESTIC,CH04,6100
FAB-W4055,EXPORT,CH01,7100
FAB-W4056,DOMESTIC,CH02,9100
FAB-W4057,EXPORT,CH03,6100
FAB-W4058,DOMESTIC,CH04,7100
FAB-W4059,EXPORT,CH01,9100
FAB-W4060,DOMESTIC,CH02,6100
FAB-W4061,EXPORT,CH03,7100
FAB-W4062,DOMESTIC,CH04,9100
FAB-W4063,EXPORT,CH01,6100
FAB-W4064,DOMESTIC,CH02,7100
FAB-W4065,EXPORT,CH03,9100
FAB-W4066,DOMESTIC,CH04,6100
FAB-W4067,EXPORT,CH01,7100
FAB-W4068,DOMESTIC,CH02,9100
FAB-W4069,EXPORT,CH03,6100
FAB-W4070,DOMESTIC,CH04,7100
FAB-W4071,EXPORT,CH01,9100
FAB-W4072,DOMESTIC,CH02,6100
FAB-W4073,EXPORT,CH03,7100
FAB-W4074,DOMESTIC,CH04,9100
FAB-W4075,EXPORT,CH01,6100
FAB-W4076,DOMESTIC,CH02,7100
FAB-W4077,EXPORT,CH03,9100
FAB-W4078,DOMESTIC,CH04,6100
FAB-W4079,EXPORT,CH01,7100
FAB-W4080,DOMESTIC,CH02,9100
FAB-W4081,EXPORT,CH03,6100
FAB-W4082,DOMESTIC,CH04,7100
FAB-W4083,EXPORT,CH01,9100
FAB-W4084,DOMESTIC,CH02,6100
FAB-W4085,EXPORT,CH03,7100
FAB-W4086,DOMESTIC,CH04,9100
FAB-W4087,EXPORT,CH01,6100
FAB-W4088,DOMESTIC,CH02,7100
FAB-W4089,EXPORT,CH03,9100
FAB-W4090,DOMESTIC,CH04,6100
FAB-W4091,EXPORT,CH01,7100
FAB-W4092,DOMESTIC,CH02,9100
FAB-W4093,EXPORT,CH03,6100
FAB-W4094,DOMESTIC,CH04,7100
FAB-W4095,EXPORT,CH01,9100
FAB-W4096,DOMESTIC,CH02,6100
FAB-W4097,EXPORT,CH03,7100
FAB-W4098,DOMESTIC,CH04,9100
FAB-W4099,EXPORT,CH01,6100
FAB-W4100,DOMESTIC,CH02,7100
FAB-W4101,EXPORT,CH03,9100
FAB-W4102,DOMESTIC,CH04,6100
FAB-W4103,EXPORT,CH01,7100
FAB-W4104,DOMESTIC,CH02,9100
FAB-W4105,EXPORT,CH03,6100
FAB-W4106,DOMESTIC,CH04,7100
FAB-W4107,EXPORT,CH01,9100
FAB-W4108,DOMESTIC,CH02,6100
FAB-W4109,EXPORT,CH03,7100
FAB-W4110,DOMESTIC,CH04,9100
FAB-W4111,EXPORT,CH01,6100
FAB-W4112,DOMESTIC,CH02,7100
FAB-W4113,EXPORT,CH03,9100
FAB-W4114,DOMESTIC,CH04,6100
FAB-W4115,EXPORT,CH01,7100
FAB-W4116,DOMESTIC,CH02,9100
FAB-W4117,EXPORT,CH03,6100
FAB-W4118,DOMESTIC,CH04,7100
FAB-W4119,EXPORT,CH01,9100
FAB-W4120,DOMESTIC,CH02,6100
FAB-W4121,EXPORT,CH03,7100
FAB-W4122,DOMESTIC,CH04,9100
FAB-W4123,EXPORT,CH01,6100
FAB-W4124,DOMESTIC,CH02,7100
FAB-W4125,EXPORT,CH03,9100
FAB-W4126,DOMESTIC,CH04,6100
FAB-W4127,EXPORT,CH01,7100
FAB-W4128,DOMESTIC,CH02,9100
FAB-W4129,EXPORT,CH03,6100
FAB-W4130,DOMESTIC,CH04,7100
FAB-W4131,EXPORT,CH01,9100
FAB-W4132,DOMESTIC,CH02,6100
FAB-W4133,EXPORT,CH03,7100
FAB-W4134,DOMESTIC,CH04,9100
FAB-W4135,EXPORT,CH01,6100
FAB-W4136,DOMESTIC,CH02,7100
FAB-W4137,EXPORT,CH03,9100
FAB-W4138,DOMESTIC,CH04,6100
FAB-W4139,EXPORT,CH01,7100
FAB-W4140,DOMESTIC,CH02,9100
FAB-W4141,EXPORT,CH03,6100
FAB-W4142,DOMESTIC,CH04,7100
FAB-W4143,EXPORT,CH01,9100
FAB-W4144,DOMESTIC,CH02,6100
FAB-W4145,EXPORT,CH03,7100
FAB-W4146,DOMESTIC,CH04,9100
FAB-W4147,EXPORT,CH01,6100
FAB-W4148,DOMESTIC,CH02,7100
FAB-W4149,EXPORT,CH03,9100
FAB-W4150,DOMESTIC,CH04,6100
FAB-W4151,EXPORT,CH01,7100
FAB-W4152,DOMESTIC,CH02,9100
FAB-W4153,EXPORT,CH03,6100
FAB-W4154,DOMESTIC,CH04,7100
FAB-W4155,EXPORT,CH01,9100
FAB-W4156,DOMESTIC,CH02,6100
FAB-W4157,EXPORT,CH03,7100
FAB-W4158,DOMESTIC,CH04,9100
FAB-W4159,EXPORT,CH01,6100
FAB-W4160,DOMESTIC,CH02,7100
FAB-W4161,EXPORT,CH03,9100
FAB-W4162,DOMESTIC,CH04,6100
FAB-W4163,EXPORT,CH01,7100
FAB-W4164,DOMESTIC,CH02,9100
FAB-W4165,EXPORT,CH03,6100
FAB-W4166,DOMESTIC,CH04,7100
FAB-W4167,EXPORT,CH01,9100
FAB-W4168,DOMESTIC,CH02,6100
FAB-W4169,EXPORT,CH03,7100
FAB-W4170,DOMESTIC,CH04,9100
FAB-W4171,EXPORT,CH01,6100
FAB-W4172,DOMESTIC,CH02,7100
FAB-W4173,EXPORT,CH03,9100
FAB-W4174,DOMESTIC,CH04,6100
FAB-W4175,EXPORT,CH01,7100
FAB-W4176,DOMESTIC,CH02,9100
FAB-W4177,EXPORT,CH03,6100
FAB-W4178,DOMESTIC,CH04,7100
FAB-W4179,EXPORT,CH01,9100
FAB-W4180,DOMESTIC,CH02,6100
FAB-W4181,EXPORT,CH03,7100
FAB-W4182,DOMESTIC,CH04,9100
FAB-W4183,EXPORT,CH01,6100
FAB-W4184,DOMESTIC,CH02,7100
FAB-W4185,EXPORT,CH03,9100
FAB-W4186,DOMESTIC,CH04,6100
FAB-W4187,EXPORT,CH01,7100
FAB-W4188,DOMESTIC,CH02,9100
FAB-W4189,EXPORT,CH03,6100
FAB-W4190,DOMESTIC,CH04,7100
FAB-W4191,EXPORT,CH01,9100
FAB-W4192,DOMESTIC,CH02,6100
FAB-W4193,EXPORT,CH03,7100
FAB-W4194,DOMESTIC,CH04,9100
FAB-W4195,EXPORT,CH01,6100
FAB-W4196,DOMESTIC,CH02,7100
FAB-W4197,EXPORT,CH03,9100
FAB-W4198,DOMESTIC,CH04,6100
FAB-W4199,EXPORT,CH01,7100
FAB-W4200,DOMESTIC,CH02,9100
FAB-W4201,EXPORT,CH03,6100
FAB-W4202,DOMESTIC,CH04,7100
FAB-W4203,EXPORT,CH01,9100
FAB-W4204,DOMESTIC,CH02,6100
FAB-W4205,EXPORT,CH03,7100
FAB-W4206,DOMESTIC,CH04,9100
FAB-W4207,EXPORT,CH01,6100
FAB-W4208,DOMESTIC,CH02,7100
FAB-W4209,EXPORT,CH03,9100
FAB-W4210,DOMESTIC,CH04,6100
FAB-W4211,EXPORT,CH01,7100
FAB-W4212,DOMESTIC,CH02,9100
FAB-W4213,EXPORT,CH03,6100
FAB-W4214,DOMESTIC,CH04,7100
FAB-W4215,EXPORT,CH01,9100
FAB-W4216,DOMESTIC,CH02,6100
FAB-W4217,EXPORT,CH03,7100
FAB-W4218,DOMESTIC,CH04,9100
FAB-W4219,EXPORT,CH01,6100
FAB-W4220,DOMESTIC,CH02,7100
FAB-W4221,EXPORT,CH03,9100
FAB-W4222,DOMESTIC,CH04,6100
FAB-W4223,EXPORT,CH01,7100
FAB-W4224,DOMESTIC,CH02,9100
FAB-W4225,EXPORT,CH03,6100
FAB-W4226,DOMESTIC,CH04,7100
FAB-W4227,EXPORT,CH01,9100
FAB-W4228,DOMESTIC,CH02,6100
FAB-W4229,EXPORT,CH03,7100
FAB-W4230,DOMESTIC,CH04,9100
FAB-W4231,EXPORT,CH01,6100
FAB-W4232,DOMESTIC,CH02,7100
FAB-W4233,EXPORT,CH03,9100
FAB-W4234,DOMESTIC,CH04,6100
FAB-W4235,EXPORT,CH01,7100
FAB-W4236,DOMESTIC,CH02,9100
FAB-W4237,EXPORT,CH03,6100
FAB-W4238,DOMESTIC,CH04,7100
FAB-W4239,EXPORT,CH01,9100
FAB-W4240,DOMESTIC,CH02,6100
FAB-W4241,EXPORT,CH03,7100
FAB-W4242,DOMESTIC,CH04,9100
FAB-W4243,EXPORT,CH01,6100
FAB-W4244,DOMESTIC,CH02,7100
FAB-W4245,EXPORT,CH03,9100
FAB-W4246,DOMESTIC,CH04,6100
FAB-W4247,EXPORT,CH01,7100
FAB-W4248,DOMESTIC,CH02,9100
FAB-W4249,EXPORT,CH03,6100
FAB-W4250,DOMESTIC,CH04,7100
FAB-W4251,EXPORT,CH01,9100
FAB-W4252,DOMESTIC,CH02,6100
FAB-W4253,EXPORT,CH03,7100
FAB-W4254,DOMESTIC,CH04,9100
FAB-W4255,EXPORT,CH01,6100
FAB-W4256,DOMESTIC,CH02,7100
FAB-W4257,EXPORT,CH03,9100
FAB-W4258,DOMESTIC,CH04,6100
FAB-W4259,EXPORT,CH01,7100
FAB-W4260,DOMESTIC,CH02,9100
FAB-W4261,EXPORT,CH03,6100
FAB-W4262,DOMESTIC,CH04,7100
FAB-W4263,EXPORT,CH01,9100
FAB-W4264,DOMESTIC,CH02,6100
FAB-W4265,EXPORT,CH03,7100
FAB-W4266,DOMESTIC,CH04,9100
FAB-W4267,EXPORT,CH01,6100
FAB-W4268,DOMESTIC,CH02,7100
FAB-W4269,EXPORT,CH03,9100
FAB-W4270,DOMESTIC,CH04,6100
FAB-W4271,EXPORT,CH01,7100
FAB-W4272,DOMESTIC,CH02,9100
FAB-W4273,EXPORT,CH03,6100
FAB-W4274,DOMESTIC,CH04,7100
FAB-W4275,EXPORT,CH01,9100
FAB-W4276,DOMESTIC,CH02,6100
FAB-W4277,EXPORT,CH03,7100
FAB-W4278,DOMESTIC,CH04,9100
FAB-W4279,EXPORT,CH01,6100
FAB-W4280,DOMESTIC,CH02,7100
FAB-W4281,EXPORT,CH03,9100
FAB-W4282,DOMESTIC,CH04,6100
FAB-W4283,EXPORT,CH01,7100
FAB-W4284,DOMESTIC,CH02,9100
FAB-W4285,EXPORT,CH03,6100
FAB-W4286,DOMESTIC,CH04,7100
FAB-W4287,EXPORT,CH01,9100
FAB-W4288,DOMESTIC,CH02,6100
FAB-W4289,EXPORT,CH03,7100
FAB-W4290,DOMESTIC,CH04,9100
FAB-W4291,EXPORT,CH01,6100
FAB-W4292,DOMESTIC,CH02,7100
FAB-W4293,EXPORT,CH03,9100
FAB-W4294,DOMESTIC,CH04,6100
FAB-W4295,EXPORT,CH01,7100
FAB-W4296,DOMESTIC,CH02,9100
FAB-W4297,EXPORT,CH03,6100
FAB-W4298,DOMESTIC,CH04,7100
FAB-W4299,EXPORT,CH01,9100
FAB-W4300,DOMESTIC,CH02,6100
FAB-W4301,EXPORT,CH03,7100
FAB-W4302,DOMESTIC,CH04,9100
FAB-W4303,EXPORT,CH01,6100
FAB-W4304,DOMESTIC,CH02,7100
FAB-W4305,EXPORT,CH03,9100
FAB-W4306,DOMESTIC,CH04,6100
FAB-W4307,EXPORT,CH01,7100
FAB-W4308,DOMESTIC,CH02,9100
FAB-W4309,EXPORT,CH03,6100
FAB-W4310,DOMESTIC,CH04,7100
FAB-W4311,EXPORT,CH01,9100
FAB-W4312,DOMESTIC,CH02,6100
FAB-W4313,EXPORT,CH03,7100
FAB-W4314,DOMESTIC,CH04,9100
FAB-W4315,EXPORT,CH01,6100
FAB-W4316,DOMESTIC,CH02,7100
FAB-W4317,EXPORT,CH03,9100
FAB-W4318,DOMESTIC,CH04,6100
FAB-W4319,EXPORT,CH01,7100
FAB-W4320,DOMESTIC,CH02,9100
FAB-W4321,EXPORT,CH03,6100
FAB-W4322,DOMESTIC,CH04,7100
FAB-W4323,EXPORT,CH01,9100
FAB-W4324,DOMESTIC,CH02,6100
FAB-W4325,EXPORT,CH03,7100
FAB-W4326,DOMESTIC,CH04,9100
FAB-W4327,EXPORT,CH01,6100
FAB-W4328,DOMESTIC,CH02,7100
FAB-W4329,EXPORT,CH03,9100
FAB-W4330,DOMESTIC,CH04,6100
FAB-W4331,EXPORT,CH01,7100
FAB-W4332,DOMESTIC,CH02,9100
FAB-W4333,EXPORT,CH03,6100
FAB-W4334,DOMESTIC,CH04,7100
FAB-W4335,EXPORT,CH01,9100
FAB-W4336,DOMESTIC,CH02,6100
FAB-W4337,EXPORT,CH03,7100
FAB-W4338,DOMESTIC,CH04,9100
FAB-W4339,EXPORT,CH01,6100
FAB-W4340,DOMESTIC,CH02,7100
FAB-W4341,EXPORT,CH03,9100
FAB-W4342,DOMESTIC,CH04,6100
FAB-W4343,EXPORT,CH01,7100
FAB-W4344,DOMESTIC,CH02,9100
FAB-W4345,EXPORT,CH03,6100
FAB-W4346,DOMESTIC,CH04,7100
FAB-W4347,EXPORT,CH01,9100
FAB-W4348,DOMESTIC,CH02,6100
FAB-W4349,EXPORT,CH03,7100
FAB-W4350,DOMESTIC,CH04,9100
FAB-W4351,EXPORT,CH01,6100
FAB-W4352,DOMESTIC,CH02,7100
FAB-W4353,EXPORT,CH03,9100
FAB-W4354,DOMESTIC,CH04,6100
FAB-W4355,EXPORT,CH01,7100
FAB-W4356,DOMESTIC,CH02,9100
FAB-W4357,EXPORT,CH03,6100
FAB-W4358,DOMESTIC,CH04,7100
FAB-W4359,EXPORT,CH01,9100
FAB-W4360,DOMESTIC,CH02,6100
FAB-W4361,EXPORT,CH03,7100
FAB-W4362,DOMESTIC,CH04,9100
FAB-W4363,EXPORT,CH01,6100
FAB-W4364,DOMESTIC,CH02,7100
FAB-W4365,EXPORT,CH03,9100
FAB-W4366,DOMESTIC,CH04,6100
FAB-W4367,EXPORT,CH01,7100
FAB-W4368,DOMESTIC,CH02,9100
FAB-W4369,EXPORT,CH03,6100
FAB-W4370,DOMESTIC,CH04,7100
FAB-W4371,EXPORT,CH01,9100
FAB-W4372,DOMESTIC,CH02,6100
FAB-W4373,EXPORT,CH03,7100
FAB-W4374,DOMESTIC,CH04,9100
FAB-W4375,EXPORT,CH01,6100
FAB-W4376,DOMESTIC,CH02,7100
FAB-W4377,EXPORT,CH03,9100
FAB-W4378,DOMESTIC,CH04,6100
FAB-W4379,EXPORT,CH01,7100
FAB-W4380,DOMESTIC,CH02,9100
FAB-W4381,EXPORT,CH03,6100
FAB-W4382,DOMESTIC,CH04,7100
FAB-W4383,EXPORT,CH01,9100
FAB-W4384,DOMESTIC,CH02,6100
FAB-W4385,EXPORT,CH03,7100
FAB-W4386,DOMESTIC,CH04,9100
FAB-W4387,EXPORT,CH01,6100
FAB-W4388,DOMESTIC,CH02,7100
FAB-W4389,EXPORT,CH03,9100
FAB-W4390,DOMESTIC,CH04,6100
FAB-W4391,EXPORT,CH01,7100
FAB-W4392,DOMESTIC,CH02,9100
FAB-W4393,EXPORT,CH03,6100
FAB-W4394,DOMESTIC,CH04,7100
FAB-W4395,EXPORT,CH01,9100
FAB-W4396,DOMESTIC,CH02,6100
FAB-W4397,EXPORT,CH03,7100
FAB-W4398,DOMESTIC,CH04,9100
FAB-W4399,EXPORT,CH01,6100
FAB-W4400,DOMESTIC,CH02,7100
FAB-W4401,EXPORT,CH03,9100
FAB-W4402,DOMESTIC,CH04,6100
FAB-W4403,EXPORT,CH01,7100
FAB-W4404,DOMESTIC,CH02,9100
FAB-W4405,EXPORT,CH03,6100
FAB-W4406,DOMESTIC,CH04,7100
FAB-W4407,EXPORT,CH01,9100
FAB-W4408,DOMESTIC,CH02,6100
FAB-W4409,EXPORT,CH03,7100
FAB-W4410,DOMESTIC,CH04,9100
FAB-W4411,EXPORT,CH01,6100
FAB-W4412,DOMESTIC,CH02,7100
FAB-W4413,EXPORT,CH03,9100
FAB-W4414,DOMESTIC,CH04,6100
FAB-W4415,EXPORT,CH01,7100
FAB-W4416,DOMESTIC,CH02,9100
FAB-W4417,EXPORT,CH03,6100
FAB-W4418,DOMESTIC,CH04,7100
FAB-W4419,EXPORT,CH01,9100
FAB-W4420,DOMESTIC,CH02,6100
FAB-W4421,EXPORT,CH03,7100
FAB-W4422,DOMESTIC,CH04,9100
FAB-W4423,EXPORT,CH01,6100
FAB-W4424,DOMESTIC,CH02,7100
FAB-W4425,EXPORT,CH03,9100
FAB-W4426,DOMESTIC,CH04,6100
FAB-W4427,EXPORT,CH01,7100
FAB-W4428,DOMESTIC,CH02,9100
FAB-W4429,EXPORT,CH03,6100
FAB-W4430,DOMESTIC,CH04,7100
FAB-W4431,EXPORT,CH01,9100
FAB-W4432,DOMESTIC,CH02,6100
FAB-W4433,EXPORT,CH03,7100
FAB-W4434,DOMESTIC,CH04,9100
FAB-W4435,EXPORT,CH01,6100
FAB-W4436,DOMESTIC,CH02,7100
FAB-W4437,EXPORT,CH03,9100
FAB-W4438,DOMESTIC,CH04,6100
FAB-W4439,EXPORT,CH01,7100
FAB-W4440,DOMESTIC,CH02,9100
FAB-W4441,EXPORT,CH03,6100
FAB-W4442,DOMESTIC,CH04,7100
FAB-W4443,EXPORT,CH01,9100
FAB-W4444,DOMESTIC,CH02,6100
