fabric_code,loom_code,component_code
FAB-W3492,LC-7486,Y-GEN-4485
FAB-W3493,LC-7487,Y-GEN-4486
FAB-W3494,LC-7488,Y-GEN-4487
FAB-W3495,LC-7489,Y-GEN-4488
FAB-W3496,LC-7490,Y-GEN-4489
FAB-W3497,LC-7491,Y-GEN-4490
FAB-W3498,LC-7492,Y-GEN-4491
FAB-W3499,LC-7493,Y-GEN-4492
FAB-W3500,LC-7494,Y-GEN-4493
FAB-W3501,LC-7495,Y-GEN-4494
FAB-W3502,LC-7496,Y-GEN-4495
FAB-W3503,LC-7497,Y-GEN-4496
FAB-W3504,LC-7498,Y-GEN-4497
FAB-W3505,LC-7499,Y-GEN-4498
FAB-W3506,LC-7500,Y-GEN-4499
FAB-W3507,LC-7501,Y-GEN-4500
FAB-W3508,LC-7502,Y-GEN-4501
FAB-W3509,LC-7503,Y-GEN-4502
FAB-W3510,LC-7504,Y-GEN-4503
FAB-W3511,LC-7505,Y-GEN-4504
FAB-W3512,LC-7506,Y-GEN-4505
FAB-W3513,LC-7507,Y-GEN-4506
FAB-W3514,LC-7508,Y-GEN-4507
FAB-W3515,LC-7509,Y-GEN-4508
FAB-W3516,LC-7510,Y-GEN-4509
FAB-W3517,LC-7511,Y-GEN-4510
FAB-W3518,LC-7512,Y-GEN-4511
FAB-W3519,LC-7513,Y-GEN-4512
FAB-W3520,LC-7514,Y-GEN-4513
FAB-W3521,LC-7515,Y-GEN-4514
FAB-W3522,LC-7516,Y-GEN-4515
FAB-W3523,LC-7517,Y-GEN-4516
FAB-W3524,LC-7518,Y-GEN-4517
FAB-W3525,LC-7519,Y-GEN-4518
FAB-W3526,LC-7520,Y-GEN-4519
FAB-W3527,LC-7521,Y-GEN-4520
FAB-W3528,LC-7522,Y-GEN-4521
FAB-W3529,LC-7523,Y-GEN-4522
FAB-W3530,LC-7524,Y-GEN-4523
FAB-W3531,LC-7525,Y-GEN-4524
FAB-W3532,LC-7526,Y-GEN-4525
FAB-W3533,LC-7527,Y-GEN-4526
FAB-W3534,LC-7528,Y-GEN-4527
FAB-W3535,LC-7529,Y-GEN-4528
FAB-W3536,LC-7530,Y-GEN-4529
FAB-W3537,LC-7531,Y-GEN-4530
FAB-W3538,LC-7532,Y-GEN-4531
FAB-W3539,LC-7533,Y-GEN-4532
FAB-W3540,LC-7534,Y-GEN-4533
FAB-W3541,LC-7535,Y-GEN-4534
FAB-W3542,LC-7536,Y-GEN-4535
FAB-W3543,LC-7537,Y-GEN-4536
FAB-W3544,LC-7538,Y-GEN-4537
FAB-W3545,LC-7539,Y-GEN-4538
FAB-W3546,LC-7540,Y-GEN-4539
FAB-W3547,LC-7541,Y-GEN-4540
FAB-W3548,LC-7542,Y-GEN-4541
FAB-W3549,LC-7543,Y-GEN-4542
FAB-W3550,LC-7544,Y-GEN-4543
FAB-W3551,LC-7545,Y-GEN-4544
FAB-W3552,LC-7546,Y-GEN-4545
FAB-W3553,LC-7547,Y-GEN-4546
FAB-W3554,LC-7548,Y-GEN-4547
FAB-W3555,LC-7549,Y-GEN-4548
FAB-W3556,LC-7550,Y-GEN-4549
FAB-W3557,LC-7551,Y-GEN-4550
FAB-W3558,LC-7552,Y-GEN-4551
FAB-W3559,LC-7553,Y-GEN-4552
FAB-W3560,LC-7554,Y-GEN-4553
FAB-W3561,LC-7555,Y-GEN-4554
FAB-W3562,LC-7556,Y-GEN-4555
FAB-W3563,LC-7557,Y-GEN-4556
FAB-W3564,LC-7558,Y-GEN-4557
FAB-W3565,LC-7559,Y-GEN-4558
FAB-W3566,LC-7560,Y-GEN-4559
FAB-W3567,LC-7561,Y-GEN-4560
FAB-W3568,LC-7562,Y-GEN-4561
FAB-W3569,LC-7563,Y-GEN-4562
FAB-W3570,LC-7564,Y-GEN-4563
FAB-W3571,LC-7565,Y-GEN-4564
FAB-W3572,LC-7566,Y-GEN-4565
FAB-W3573,LC-7567,Y-GEN-4566
FAB-W3574,LC-7568,Y-GEN-4567
FAB-W3575,LC-7569,Y-GEN-4568
FAB-W3576,LC-7570,Y-GEN-4569
FAB-W3577,LC-7571,Y-GEN-4570
FAB-W3578,LC-7572,Y-GEN-4571
FAB-W3579,LC-7573,Y-GEN-4572
FAB-W3580,LC-7574,Y-GEN-4573
FAB-W3581,LC-7575,Y-GEN-4574
FAB-W3582,LC-7576,Y-GEN-4575
FAB-W3583,LC-7577,Y-GEN-4576
FAB-W3584,LC-7578,Y-GEN-4577
FAB-W3585,LC-7579,Y-GEN-4578
FAB-W3586,LC-7580,Y-GEN-4579
FAB-W3587,LC-7581,Y-GEN-4580
FAB-W3588,LC-7582,Y-GEN-4581
FAB-W3589,LC-7583,Y-GEN-4582
FAB-W3590,LC-7584,Y-GEN-4583
FAB-W3591,LC-7585,Y-GEN-4584
FAB-W3592,LC-7586,Y-GEN-4585
FAB-W3593,LC-7587,Y-GEN-4586
FAB-W3594,LC-7588,Y-GEN-4587
FAB-W3595,LC-7589,Y-GEN-4588
FAB-W3596,LC-7590,Y-GEN-4589
FAB-W3597,LC-7591,Y-GEN-4590
FAB-W3598,LC-7592,Y-GEN-4591
FAB-W3599,LC-7593,Y-GEN-4592
FAB-W3600,LC-7594,Y-GEN-4593
FAB-W3601,LC-7595,Y-GEN-4594
FAB-W3602,LC-7596,Y-GEN-4595
FAB-W3603,LC-7597,Y-GEN-4596
FAB-W3604,LC-7598,Y-GEN-4597
FAB-W3605,LC-7599,Y-GEN-4598
FAB-W3606,LC-7600,Y-GEN-4599
FAB-W3607,LC-7601,Y-GEN-4600
FAB-W3608,LC-7602,Y-GEN-4601
FAB-W3609,LC-7603,Y-GEN-4602
FAB-W3610,LC-7604,Y-GEN-4603
FAB-W3611,LC-7605,Y-GEN-4604
FAB-W3612,LC-7606,Y-GEN-4605
FAB-W3613,LC-7607,Y-GEN-4606
FAB-W3614,LC-7608,Y-GEN-4607
FAB-W3615,LC-7609,Y-GEN-4608
FAB-W3616,LC-7610,Y-GEN-4609
FAB-W3617,LC-7611,Y-GEN-4610
FAB-W3618,LC-7612,Y-GEN-4611
FAB-W3619,LC-7613,Y-GEN-4612
FAB-W3620,LC-7614,Y-GEN-4613
FAB-W3621,LC-7615,Y-GEN-4614
FAB-W3622,LC-7616,Y-GEN-4615
FAB-W3623,LC-7617,Y-GEN-4616
FAB-W3624,LC-7618,Y-GEN-4617
FAB-W3625,LC-7619,Y-GEN-4618
FAB-W3626,LC-7620,Y-GEN-4619
FAB-W3627,LC-7621,Y-GEN-4620
FAB-W3628,LC-7622,Y-GEN-4621
FAB-W3629,LC-7623,Y-GEN-4622
FAB-W3630,LC-7624,Y-GEN-4623
FAB-W3631,LC-7625,Y-GEN-4624
FAB-W3632,LC-7626,Y-GEN-4625
FAB-W3633,LC-7627,Y-GEN-4626
FAB-W3634,LC-7628,Y-GEN-4627
FAB-W3635,LC-7629,Y-GEN-4628
FAB-W3636,LC-7630,Y-GEN-4629
FAB-W3637,LC-7631,Y-GEN-4630
FAB-W3638,LC-7632,Y-GEN-4631
FAB-W3639,LC-7633,Y-GEN-4632
FAB-W3640,LC-7634,Y-GEN-4633
FAB-W3641,LC-7635,Y-GEN-4634
FAB-W3642,LC-7636,Y-GEN-4635
FAB-W3643,LC-7637,Y-GEN-4636
FAB-W3644,LC-7638,Y-GEN-4637
FAB-W3645,LC-7639,Y-GEN-4638
FAB-W3646,LC-7640,Y-GEN-4639
FAB-W3647,LC-7641,Y-GEN-4640
FAB-W3648,LC-7642,Y-GEN-4641
FAB-W3649,LC-7643,Y-GEN-4642
FAB-W3650,LC-7644,Y-GEN-4643
FAB-W3651,LC-7645,Y-GEN-4644
FAB-W3652,LC-7646,Y-GEN-4645
FAB-W3653,LC-7647,Y-GEN-4646
FAB-W3654,LC-7648,Y-GEN-4647
FAB-W3655,LC-7649,Y-GEN-4648
FAB-W3656,LC-7650,Y-GEN-4649
FAB-W3657,LC-7651,Y-GEN-4650
FAB-W3658,LC-7652,Y-GEN-4651
FAB-W3659,LC-7653,Y-GEN-4652
FAB-W3660,LC-7654,Y-GEN-4653
FAB-W3661,LC-7655,Y-GEN-4654
FAB-W3662,LC-7656,Y-GEN-4655
FAB-W3663,LC-7657,Y-GEN-4656
FAB-W3664,LC-7658,Y-GEN-4657
FAB-W3665,LC-7659,Y-GEN-4658
FAB-W3666,LC-7660,Y-GEN-4659
FAB-W3667,LC-7661,Y-GEN-4660
FAB-W3668,LC-7662,Y-GEN-4661
FAB-W3669,LC-7663,Y-GEN-4662
FAB-W3670,LC-7664,Y-GEN-4663
FAB-W3671,LC-7665,Y-GEN-4664
FAB-W3672,LC-7666,Y-GEN-4665
FAB-W3673,LC-7667,Y-GEN-4666
FAB-W3674,LC-7668,Y-GEN-4667
FAB-W3675,LC-7669,Y-GEN-4668
FAB-W3676,LC-7670,Y-GEN-4669
FAB-W3677,LC-7671,Y-GEN-4670
FAB-W3678,LC-7672,Y-GEN-4671
FAB-W3679,LC-7673,Y-GEN-4672
FAB-W3680,LC-7674,Y-GEN-4673
FAB-W3681,LC-7675,Y-GEN-4674
FAB-W3682,LC-7676,Y-GEN-4675
FAB-W3683,LC-7677,Y-GEN-4676
FAB-W3684,LC-7678,Y-GEN-4677
FAB-W3685,LC-7679,Y-GEN-4678
FAB-W3686,LC-7680,Y-GEN-4679
FAB-W3687,LC-7681,Y-GEN-4680
FAB-W3688,LC-7682,Y-GEN-4681
FAB-W3689,LC-7683,Y-GEN-4682
FAB-W3690,LC-7684,Y-GEN-4683
FAB-W3691,LC-7685,Y-GEN-4684
FAB-W3692,LC-7686,Y-GEN-4685
FAB-W3693,LC-7687,Y-GEN-4686
FAB-W3694,LC-7688,Y-GEN-4687
FAB-W3695,LC-7689,Y-GEN-4688
FAB-W3696,LC-7690,Y-GEN-4689
FAB-W3697,LC-7691,Y-GEN-4690
FAB-W3698,LC-7692,Y-GEN-4691
FAB-W3699,LC-7693,Y-GEN-4692
FAB-W3700,LC-7694,Y-GEN-4693
FAB-W3701,LC-7695,Y-GEN-4694
FAB-W3702,LC-7696,Y-GEN-4695
FAB-W3703,LC-7697,Y-GEN-4696
FAB-W3704,LC-7698,Y-GEN-4697
FAB-W3705,LC-7699,Y-GEN-4698
FAB-W3706,LC-7700,Y-GEN-4699
FAB-W3707,LC-7701,Y-GEN-4700
FAB-W3708,LC-7702,Y-GEN-4701
FAB-W3709,LC-7703,Y-GEN-4702
FAB-W3710,LC-7704,Y-GEN-4703
FAB-W3711,LC-7705,Y-GEN-4704
FAB-W3712,LC-7706,Y-GEN-4705
FAB-W3713,LC-7707,Y-GEN-4706
FAB-W3714,LC-7708,Y-GEN-4707
FAB-W3715,LC-7709,Y-GEN-4708
FAB-W3716,LC-7710,Y-GEN-4709
FAB-W3717,LC-7711,Y-GEN-4710
FAB-W3718,LC-7712,Y-GEN-4711
FAB-W3719,LC-7713,Y-GEN-4712
FAB-W3720,LC-7714,Y-GEN-4713
FAB-W3721,LC-7715,Y-GEN-4714
FAB-W3722,LC-7716,Y-GEN-4715
FAB-W3723,LC-7717,Y-GEN-4716
FAB-W3724,LC-7718,Y-GEN-4717
FAB-W3725,LC-7719,Y-GEN-4718
FAB-W3726,LC-7720,Y-GEN-4719
FAB-W3727,LC-7721,Y-GEN-4720
FAB-W3728,LC-7722,Y-GEN-4721
FAB-W3729,LC-7723,Y-GEN-4722
FAB-W3730,LC-7724,Y-GEN-4723
FAB-W3731,LC-7725,Y-GEN-4724
FAB-W3732,LC-7726,Y-GEN-4725
FAB-W3733,LC-7727,Y-GEN-4726
FAB-W3734,LC-7728,Y-GEN-4727
FAB-W3735,LC-7729,Y-GEN-4728
FAB-W3736,LC-7730,Y-GEN-4729
FAB-W3737,LC-7731,Y-GEN-4730
FAB-W3738,LC-7732,Y-GEN-4731
FAB-W3739,LC-7733,Y-GEN-4732
FAB-W3740,LC-7734,Y-GEN-4733
FAB-W3741,LC-7735,Y-GEN-4734
FAB-W3742,LC-7736,Y-GEN-4735
FAB-W3743,LC-7737,Y-GEN-4736
FAB-W3744,LC-7738,Y-GEN-4737
FAB-W3745,LC-7739,Y-GEN-4738
FAB-W3746,LC-7740,Y-GEN-4739
FAB-W3747,LC-7741,Y-GEN-4740
FAB-W3748,LC-7742,Y-GEN-4741
FAB-W3749,LC-7743,Y-GEN-4742
FAB-W3750,LC-7744,Y-GEN-4743
FAB-W3751,LC-7745,Y-GEN-4744
FAB-W3752,LC-7746,Y-GEN-4745
FAB-W3753,LC-7747,Y-GEN-4746
FAB-W3754,LC-7748,Y-GEN-4747
FAB-W3755,LC-7749,Y-GEN-4748
FAB-W3756,LC-7750,Y-GEN-4749
FAB-W3757,LC-7751,Y-GEN-4750
FAB-W3758,LC-7752,Y-GEN-4751
FAB-W3759,LC-7753,Y-GEN-4752
FAB-W3760,LC-7754,Y-GEN-4753
FAB-W3761,LC-7755,Y-GEN-4754
FAB-W3762,LC-7756,Y-GEN-4755
FAB-W3763,LC-7757,Y-GEN-4756
FAB-W3764,LC-7758,Y-GEN-4757
FAB-W3765,LC-7759,Y-GEN-4758
FAB-W3766,LC-7760,Y-GEN-4759
FAB-W3767,LC-7761,Y-GEN-4760
FAB-W3768,LC-7762,Y-GEN-4761
FAB-W3769,LC-7763,Y-GEN-4762
FAB-W3770,LC-7764,Y-GEN-4763
FAB-W3771,LC-7765,Y-GEN-4764
FAB-W3772,LC-7766,Y-GEN-4765
FAB-W3773,LC-7767,Y-GEN-4766
FAB-W3774,LC-7768,Y-GEN-4767
FAB-W3775,LC-7769,Y-GEN-4768
FAB-W3776,LC-7770,Y-GEN-4769
FAB-W3777,LC-7771,Y-GEN-4770
FAB-W3778,LC-7772,Y-GEN-4771
FAB-W3779,LC-7773,Y-GEN-4772
FAB-W3780,LC-7774,Y-GEN-4773
FAB-W3781,LC-7775,Y-GEN-4774
FAB-W3782,LC-7776,Y-GEN-4775
FAB-W3783,LC-7777,Y-GEN-4776
FAB-W3784,LC-7778,Y-GEN-4777
FAB-W3785,LC-7779,Y-GEN-4778
FAB-W3786,LC-7780,Y-GEN-4779
FAB-W3787,LC-7781,Y-GEN-4780
FAB-W3788,LC-7782,Y-GEN-4781
FAB-W3789,LC-7783,Y-GEN-4782
FAB-W3790,LC-7784,Y-GEN-4783
FAB-W3791,LC-7785,Y-GEN-4784
FAB-W3792,LC-7786,Y-GEN-4785
FAB-W3793,LC-7787,Y-GEN-4786
FAB-W3794,LC-7788,Y-GEN-4787
FAB-W3795,LC-7789,Y-GEN-4788
FAB-W3796,LC-7790,Y-GEN-4789
FAB-W3797,LC-7791,Y-GEN-4790
FAB-W3798,LC-7792,Y-GEN-4791
FAB-W3799,LC-7793,Y-GEN-4792
FAB-W3800,LC-7794,Y-GEN-4793
FAB-W3801,LC-7795,Y-GEN-4794
FAB-W3802,LC-7796,Y-GEN-4795
FAB-W3803,LC-7797,Y-GEN-4796
FAB-W3804,LC-7798,Y-GEN-4797
FAB-W3805,LC-7799,Y-GEN-4798
FAB-W3806,LC-7800,Y-GEN-4799
FAB-W3807,LC-7801,Y-GEN-4800
FAB-W3808,LC-7802,Y-GEN-4801
FAB-W3809,LC-7803,Y-GEN-4802
FAB-W3810,LC-7804,Y-GEN-4803
FAB-W3811,LC-7805,Y-GEN-4804
FAB-W3812,LC-7806,Y-GEN-4805
FAB-W3813,LC-7807,Y-GEN-4806
FAB-W3814,LC-7808,Y-GEN-4807
FAB-W3815,LC-7809,Y-GEN-4808
FAB-W3816,LC-7810,Y-GEN-4809
FAB-W3817,LC-7811,Y-GEN-4810
FAB-W3818,LC-7812,Y-GEN-4811
FAB-W3819,LC-7813,Y-GEN-4812
FAB-W3820,LC-7814,Y-GEN-4813
FAB-W3821,LC-7815,Y-GEN-4814
FAB-W3822,LC-7816,Y-GEN-4815
FAB-W3823,LC-7817,Y-GEN-4816
FAB-W3824,LC-7818,Y-GEN-4817
FAB-W3825,LC-7819,Y-GEN-4818
FAB-W3826,LC-7820,Y-GEN-4819
FAB-W3827,LC-7821,Y-GEN-4820
FAB-W3828,LC-7822,Y-GEN-4821
FAB-W3829,LC-7823,Y-GEN-4822
FAB-W3830,LC-7824,Y-GEN-4823
FAB-W3831,LC-7825,Y-GEN-4824
FAB-W3832,LC-7826,Y-GEN-4825
FAB-W3833,LC-7827,Y-GEN-4826
FAB-W3834,LC-7828,Y-GEN-4827
FAB-W3835,LC-7829,Y-GEN-4828
FAB-W3836,LC-7830,Y-GEN-4829
FAB-W3837,LC-7831,Y-GEN-4830
FAB-W3838,LC-7832,Y-GEN-4831
FAB-W3839,LC-7833,Y-GEN-4832
FAB-W3840,LC-7834,Y-GEN-4833
FAB-W3841,LC-7835,Y-GEN-4834
FAB-W3842,LC-7836,Y-GEN-4835
FAB-W3843,LC-7837,Y-GEN-4836
FAB-W3844,LC-7838,Y-GEN-4837
FAB-W3845,LC-7839,Y-GEN-4838
FAB-W3846,LC-7840,Y-GEN-4839
FAB-W3847,LC-7841,Y-GEN-4840
FAB-W3848,LC-7842,Y-GEN-4841
FAB-W3849,LC-7843,Y-GEN-4842
FAB-W3850,LC-7844,Y-GEN-4843
FAB-W3851,LC-7845,Y-GEN-4844
FAB-W3852,LC-7846,Y-GEN-4845
FAB-W3853,LC-7847,Y-GEN-4846
FAB-W3854,LC-7848,Y-GEN-4847
FAB-W3855,LC-7849,Y-GEN-4848
FAB-W3856,LC-7850,Y-GEN-4849
FAB-W3857,LC-7851,Y-GEN-4850
FAB-W3858,LC-7852,Y-GEN-4851
FAB-W3859,LC-7853,Y-GEN-4852
FAB-W3860,LC-7854,Y-GEN-4853
FAB-W3861,LC-7855,Y-GEN-4854
FAB-W3862,LC-7856,Y-GEN-4855
FAB-W3863,LC-7857,Y-GEN-4856
FAB-W3864,LC-7858,Y-GEN-4857
FAB-W3865,LC-7859,Y-GEN-4858
FAB-W3866,LC-7860,Y-GEN-4859
FAB-W3867,LC-7861,Y-GEN-4860
FAB-W3868,LC-7862,Y-GEN-4861
FAB-W3869,LC-7863,Y-GEN-4862
FAB-W3870,LC-7864,Y-GEN-4863
FAB-W3871,LC-7865,Y-GEN-4864
FAB-W3872,LC-7866,Y-GEN-4865
FAB-W3873,LC-7867,Y-GEN-4866
FAB-W3874,LC-7868,Y-GEN-4867
FAB-W3875,LC-7869,Y-GEN-4868
FAB-W3876,LC-7870,Y-GEN-4869
FAB-W3877,LC-7871,Y-GEN-4870
FAB-W3878,LC-7872,Y-GEN-4871
FAB-W3879,LC-7873,Y-GEN-4872
FAB-W3880,LC-7874,Y-GEN-4873
FAB-W3881,LC-7875,Y-GEN-4874
FAB-W3882,LC-7876,Y-GEN-4875
FAB-W3883,LC-7877,Y-GEN-4876
FAB-W3884,LC-7878,Y-GEN-4877
FAB-W3885,LC-7879,Y-GEN-4878
FAB-W3886,LC-7880,Y-GEN-4879
FAB-W3887,LC-7881,Y-GEN-4880
FAB-W3888,LC-7882,Y-GEN-4881
FAB-W3889,LC-7883,Y-GEN-4882
FAB-W3890,LC-7884,Y-GEN-4883
FAB-W3891,LC-7885,Y-GEN-4884
FAB-W3892,LC-7886,Y-GEN-4885
FAB-W3893,LC-7887,Y-GEN-4886
FAB-W3894,LC-7888,Y-GEN-4887
FAB-W3895,LC-7889,Y-GEN-4888
FAB-W3896,LC-7890,Y-GEN-4889
FAB-W3897,LC-7891,Y-GEN-4890
FAB-W3898,LC-7892,Y-GEN-4891
FAB-W3899,LC-7893,Y-GEN-4892
FAB-W3900,LC-7894,Y-GEN-4893
FAB-W3901,LC-7895,Y-GEN-4894
FAB-W3902,LC-7896,Y-GEN-4895
FAB-W3903,LC-7897,Y-GEN-4896
FAB-W3904,LC-7898,Y-GEN-4897
FAB-W3905,LC-7899,Y-GEN-4898
FAB-W3906,LC-7900,Y-GEN-4899
FAB-W3907,LC-7901,Y-GEN-4900
FAB-W3908,LC-7902,Y-GEN-4901
FAB-W3909,LC-7903,Y-GEN-4902
FAB-W3910,LC-7904,Y-GEN-4903
FAB-W3911,LC-7905,Y-GEN-4904
FAB-W3912,LC-7906,Y-GEN-4905
FAB-W3913,LC-7907,Y-GEN-4906
FAB-W3914,LC-7908,Y-GEN-4907
FAB-W3915,LC-7909,Y-GEN-4908
FAB-W3916,LC-7910,Y-GEN-4909
FAB-W3917,LC-7911,Y-GEN-4910
FAB-W3918,LC-7912,Y-GEN-4911
FAB-W3919,LC-7913,Y-GEN-4912
FAB-W3920,LC-7914,Y-GEN-4913
FAB-W3921,LC-7915,Y-GEN-4914
FAB-W3922,LC-7916,Y-GEN-4915
FAB-W3923,LC-7917,Y-GEN-4916
FAB-W3924,LC-7918,Y-GEN-4917
FAB-W3925,LC-7919,Y-GEN-4918
FAB-W3926,LC-7920,Y-GEN-4919
FAB-W3927,LC-7921,Y-GEN-4920
FAB-W3928,LC-7922,Y-GEN-4921
FAB-W3929,LC-7923,Y-GEN-4922
FAB-W3930,LC-7924,Y-GEN-4923
FAB-W3931,LC-7925,Y-GEN-4924
FAB-W3932,LC-7926,Y-GEN-4925
FAB-W3933,LC-7927,Y-GEN-4926
FAB-W3934,LC-7928,Y-GEN-4927
FAB-W3935,LC-7929,Y-GEN-4928
FAB-W3936,LC-7930,Y-GEN-4929
FAB-W3937,LC-7931,Y-GEN-4930
FAB-W3938,LC-7932,Y-GEN-4931
FAB-W3939,LC-7933,Y-GEN-4932
FAB-W3940,LC-7934,Y-GEN-4933
FAB-W3941,LC-7935,Y-GEN-4934
FAB-W3942,LC-7936,Y-GEN-4935
FAB-W3943,LC-7937,Y-GEN-4936
FAB-W3944,LC-7938,Y-GEN-4937
FAB-W3945,LC-7939,Y-GEN-4938
FAB-W3946,LC-7940,Y-GEN-4939
FAB-W3947,LC-7941,Y-GEN-4940
FAB-W3948,LC-7942,Y-GEN-4941
FAB-W3949,LC-7943,Y-GEN-4942
FAB-W3950,LC-7944,Y-GEN-4943
FAB-W3951,LC-7945,Y-GEN-4944
FAB-W3952,LC-7946,Y-GEN-4945
FAB-W3953,LC-7947,Y-GEN-4946
FAB-W3954,LC-7948,Y-GEN-4947
FAB-W3955,LC-7949,Y-GEN-4948
FAB-W3956,LC-7950,Y-GEN-4949
FAB-W3957,LC-7951,Y-GEN-4950
FAB-W3958,LC-7952,Y-GEN-4951
FAB-W3959,LC-7953,Y-GEN-4952
FAB-W3960,LC-7954,Y-GEN-4953
FAB-W3961,LC-7955,Y-GEN-4954
FAB-W3962,LC-7956,Y-GEN-4955
FAB-W3963,LC-7957,Y-GEN-4956
FAB-W3964,LC-7958,Y-GEN-4957
FAB-W3965,LC-7959,Y-GEN-4958
FAB-W3966,LC-7960,Y-GEN-4959
FAB-W3967,LC-7961,Y-GEN-4960
FAB-W3968,LC-7962,Y-GEN-4961
FAB-W3969,LC-7963,Y-GEN-4962
FAB-W3970,LC-7964,Y-GEN-4963
FAB-W3971,LC-7965,Y-GEN-4964
FAB-W3972,LC-7966,Y-GEN-4965
FAB-W3973,LC-7967,Y-GEN-4966
FAB-W3974,LC-7968,Y-GEN-4967
FAB-W3975,LC-7969,Y-GEN-4968
FAB-W3976,LC-7970,Y-GEN-4969
FAB-W3977,LC-7971,Y-GEN-4970
FAB-W3978,LC-7972,Y-GEN-4971
FAB-W3979,LC-7973,Y-GEN-4972
FAB-W3980,LC-7974,Y-GEN-4973
FAB-W3981,LC-7975,Y-GEN-4974
FAB-W3982,LC-7976,Y-GEN-4975
FAB-W3983,LC-7977,Y-GEN-4976
FAB-W3984,LC-7978,Y-GEN-4977
FAB-W3985,LC-7979,Y-GEN-4978
FAB-W3986,LC-7980,Y-GEN-4979
FAB-W3987,LC-7981,Y-GEN-4980
FAB-W3988,LC-7982,Y-GEN-4981
FAB-W3989,LC-7983,Y-GEN-4982
FAB-W3990,LC-7984,Y-GEN-4983
FAB-W3991,LC-7985,Y-GEN-4984
FAB-W3992,LC-7986,Y-GEN-4985
FAB-W3993,LC-7987,Y-GEN-4986
FAB-W3994,LC-7988,Y-GEN-4987
FAB-W3995,LC-7989,Y-GEN-4988
FAB-W3996,LC-7990,Y-GEN-4989
FAB-W3997,LC-7991,Y-GEN-4990
FAB-W3998,LC-7992,Y-GEN-4991
FAB-W3999,LC-7993,Y-GEN-4992
FAB-W4000,LC-7994,Y-GEN-4993
FAB-W4001,LC-7995,Y-GEN-4994
FAB-W4002,LC-7996,Y-GEN-4995
FAB-W4003,LC-7997,Y-GEN-4996
FAB-W4004,LC-7998,Y-GEN-4997
FAB-W4005,LC-7999,Y-GEN-4998
FAB-W4006,LC-8000,Y-GEN-4999
FAB-W4007,LC-8001,Y-GEN-5000
FAB-W4008,LC-8002,Y-GEN-5001
FAB-W4009,LC-8003,Y-GEN-5002
FAB-W4010,LC-8004,Y-GEN-5003
FAB-W4011,LC-8005,Y-GEN-5004
FAB-W4012,LC-8006,Y-GEN-5005
FAB-W4013,LC-8007,Y-GEN-5006
FAB-W4014,LC-8008,Y-GEN-5007
FAB-W4015,LC-8009,Y-GEN-5008
FAB-W4016,LC-8010,Y-GEN-5009
FAB-W4017,LC-8011,Y-GEN-5010
FAB-W4018,LC-8012,Y-GEN-5011
FAB-W4019,LC-8013,Y-GEN-5012
FAB-W4020,LC-8014,Y-GEN-5013
FAB-W4021,LC-8015,Y-GEN-5014
FAB-W4022,LC-8016,Y-GEN-5015
FAB-W4023,LC-8017,Y-GEN-5016
FAB-W4024,LC-8018,Y-GEN-5017
FAB-W4025,LC-8019,Y-GEN-5018
FAB-W4026,LC-8020,Y-GEN-5019
FAB-W4027,LC-8021,Y-GEN-5020
FAB-W4028,LC-8022,Y-GEN-5021
FAB-W4029,LC-8023,Y-GEN-5022
FAB-W4030,LC-8024,Y-GEN-5023
FAB-W4031,LC-8025,Y-GEN-5024
FAB-W4032,LC-8026,Y-GEN-5025
FAB-W4033,LC-8027,Y-GEN-5026
FAB-W4034,LC-8028,Y-GEN-5027
FAB-W4035,LC-8029,Y-GEN-5028
FAB-W4036,LC-8030,Y-GEN-5029
FAB-W4037,LC-8031,Y-GEN-5030
FAB-W4038,LC-8032,Y-GEN-5031
FAB-W4039,LC-8033,Y-GEN-5032
FAB-W4040,LC-8034,Y-GEN-5033
FAB-W4041,LC-8035,Y-GEN-5034
FAB-W4042,LC-8036,Y-GEN-5035
FAB-W4043,LC-8037,Y-GEN-5036
FAB-W4044,LC-8038,Y-GEN-5037
FAB-W4045,LC-8039,Y-GEN-5038
FAB-W4046,LC-8040,Y-GEN-5039
FAB-W4047,LC-8041,Y-GEN-5040
FAB-W4048,LC-8042,Y-GEN-5041
FAB-W4049,LC-8043,Y-GEN-5042
FAB-W4050,LC-8044,Y-GEN-5043
FAB-W4051,LC-8045,Y-GEN-5044
FAB-W4052,LC-8046,Y-GEN-5045
FAB-W4053,LC-8047,Y-GEN-5046
FAB-W4054,LC-8048,Y-GEN-5047
FAB-W4055,LC-8049,Y-GEN-5048
FAB-W4056,LC-8050,Y-GEN-5049
FAB-W4057,LC-8051,Y-GEN-5050
FAB-W4058,LC-8052,Y-GEN-5051
FAB-W4059,LC-8053,Y-GEN-5052
FAB-W4060,LC-8054,Y-GEN-5053
FAB-W4061,LC-8055,Y-GEN-5054
FAB-W4062,LC-8056,Y-GEN-5055
FAB-W4063,LC-8057,Y-GEN-5056
FAB-W4064,LC-8058,Y-GEN-5057
FAB-W4065,LC-8059,Y-GEN-5058
FAB-W4066,LC-8060,Y-GEN-5059
FAB-W4067,LC-8061,Y-GEN-5060
FAB-W4068,LC-8062,Y-GEN-5061
FAB-W4069,LC-8063,Y-GEN-5062
FAB-W4070,LC-8064,Y-GEN-5063
FAB-W4071,LC-8065,Y-GEN-5064
FAB-W4072,LC-8066,Y-GEN-5065
FAB-W4073,LC-8067,Y-GEN-5066
